question_id,human_score,ai_score,max_marks,method
Q4_a,20,4.0,24.0,Gated Hybrid (Context-Aware)
Q4_a,18,11.4,24.0,Gated Hybrid (Context-Aware)
Q4_a,24,13.99,24.0,Gated Hybrid (Context-Aware)
Q4_a,18,5.0,24.0,Gated Hybrid (Context-Aware)
Q4_a,18,4.0,24.0,Gated Hybrid (Context-Aware)
Q4_a,12,9.91,24.0,Gated Hybrid (Context-Aware)
Q4_b,5,8.0,36.0,Gated Hybrid (Context-Aware)
Q4_b,25,8.0,36.0,Gated Hybrid (Context-Aware)
Q4_b,8,15.31,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,18.13,36.0,Gated Hybrid (Context-Aware)
Q4_b,20,19.64,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,21.35,36.0,Gated Hybrid (Context-Aware)
Q4_b,20,18.6,36.0,Gated Hybrid (Context-Aware)
Q4_b,0,2.5,36.0,Gated Hybrid (Context-Aware)
Q4_b,5,13.15,36.0,Gated Hybrid (Context-Aware)
Q4_b,0,20.38,36.0,Gated Hybrid (Context-Aware)
Q4_b,15,14.48,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,18.4,36.0,Gated Hybrid (Context-Aware)
Q4_b,20,22.12,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,14.54,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,21.1,36.0,Gated Hybrid (Context-Aware)
Q4_b,30,20.66,36.0,Gated Hybrid (Context-Aware)
Q4_b,10,8.0,36.0,Gated Hybrid (Context-Aware)
Q4_b,36,21.93,36.0,Gated Hybrid (Context-Aware)
