question_id,human_score,ai_score,max_marks,answer_type,num_concepts,confidence,has_diagram,method
Q3_b,10,0.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,12,10.0,15.0,essay,3,high,True,LLM Concept v4
Q3_b,8,5.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,0,0.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,7,15.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,5,5.0,15.0,essay,3,medium,False,LLM Concept v4
Q3_b,14,10.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,12,15.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,6,0.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,5,5.0,15.0,essay,3,high,False,LLM Concept v4
Q3_b,10,2.5,15.0,essay,3,high,False,LLM Concept v4
Q3_b,7,5.0,15.0,essay,3,low,True,LLM Concept v4
Q3_b,12,7.5,15.0,essay,3,high,False,LLM Concept v4
Q3_c,18,15.75,25.0,essay,4,high,True,LLM Concept v4
Q3_c,0,0.0,25.0,essay,4,high,True,LLM Concept v4
Q3_c,10,6.25,25.0,essay,4,high,False,LLM Concept v4
Q3_c,24,21.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,16,18.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,24,18.75,25.0,essay,4,high,True,LLM Concept v4
Q3_c,12,18.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,20,21.75,25.0,essay,4,high,True,LLM Concept v4
Q3_c,20,15.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,16,15.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,20,18.75,25.0,essay,4,high,True,LLM Concept v4
Q3_c,18,15.75,25.0,essay,4,high,False,LLM Concept v4
Q3_c,22,22.0,25.0,essay,4,medium,True,LLM Concept v4
Q3_c,12,18.75,25.0,essay,4,medium,False,LLM Concept v4
Q3_c,22,18.75,25.0,essay,4,high,True,LLM Concept v4
Q3_c,10,25.0,25.0,essay,4,high,False,LLM Concept v4
Q3_c,20,12.5,25.0,essay,4,medium,True,LLM Concept v4
Q3_c,18,25.0,25.0,essay,4,high,False,LLM Concept v4
Q3_d,25,20.0,50.0,essay,5,medium,False,LLM Concept v4
Q3_d,15,30.0,50.0,essay,5,medium,True,LLM Concept v4
Q3_d,2,20.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,42,30.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,44,35.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,28,20.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,40,40.0,50.0,essay,10,high,False,LLM Concept v4
Q3_d,50,50.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,25,45.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,28,35.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,25,40.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,42,50.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,45,50.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,42,45.0,50.0,essay,5,high,False,LLM Concept v4
Q3_d,50,50.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,45,50.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,42,45.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,48,40.0,50.0,essay,5,high,True,LLM Concept v4
Q3_d,30,25.0,50.0,essay,5,high,False,LLM Concept v4
Q4_a,12,9.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,20,12.0,24.0,essay,4,medium,True,LLM Concept v4
Q4_a,10,9.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,10,12.0,24.0,essay,4,high,False,LLM Concept v4
Q4_a,0,0.0,24.0,essay,4,high,False,LLM Concept v4
Q4_a,12,15.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,22,3.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,18,15.0,24.0,essay,4,high,False,LLM Concept v4
Q4_a,24,6.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,18,12.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,12,3.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,24,12.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,20,12.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,20,6.0,24.0,essay,4,medium,True,LLM Concept v4
Q4_a,18,15.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,24,18.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,18,6.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,18,15.0,24.0,essay,4,high,True,LLM Concept v4
Q4_a,12,12.0,24.0,essay,4,high,True,LLM Concept v4
Q4_b,5,32.5,36.0,essay,5,high,False,LLM Concept v4
Q4_b,25,14.5,36.0,essay,5,high,False,LLM Concept v4
Q4_b,8,14.5,36.0,essay,5,high,False,LLM Concept v4
Q4_b,36,25.25,36.0,essay,5,high,False,LLM Concept v4
Q4_b,20,25.25,36.0,essay,5,high,False,LLM Concept v4
Q4_b,36,30.0,36.0,essay,6,high,True,LLM Concept v4
Q4_b,20,32.5,36.0,essay,5,high,False,LLM Concept v4
Q4_b,0,15.0,36.0,essay,6,high,False,LLM Concept v4
Q4_b,5,21.5,36.0,essay,5,high,False,LLM Concept v4
Q4_b,0,36.0,36.0,essay,5,high,False,LLM Concept v4
Q4_b,15,18.0,36.0,essay,5,high,False,LLM Concept v4
Q4_b,36,33.0,36.0,essay,6,high,False,LLM Concept v4
Q4_b,20,36.0,36.0,essay,5,high,False,LLM Concept v4
Q4_b,36,24.0,36.0,essay,6,high,False,LLM Concept v4
Q4_b,36,33.0,36.0,essay,6,high,False,LLM Concept v4
Q4_b,30,36.0,36.0,essay,5,high,False,LLM Concept v4
Q4_b,10,18.0,36.0,essay,5,high,False,LLM Concept v4
Q4_b,36,28.75,36.0,essay,5,high,False,LLM Concept v4
